dataSet,num_nodes,num_edges,16_1,8_1,8_1_balance,8_1_map
amazon0505,410236,410236,1.33,"(tensor([[ 1.1783, -1.2725,  5.8770,  ...,  1.7989,  0.0611,  0.7473],
        [-4.1270, -2.9448,  3.3071,  ...,  1.8546,  1.3217, -1.5509],
        [-0.8718,  4.7539, -2.6962,  ..., -1.0106,  2.5630, -2.2238],
        ...,
        [-2.1520, -1.6476, -1.5374,  ..., -7.9985, -1.2212,  2.7330],
        [-3.5062, -2.3812, -3.2115,  ..., -9.6213, -0.6771, -1.3126],
        [-2.2435, -2.6166, -2.2083,  ..., -7.8208,  1.4187, -2.5132]]), 1.03)",1.0,1.12
