dataSet,num_nodes,num_edges,dtc
144,144650,1074393,2.174607992172241
2D_27628_bjtcai,27629,442898,0.27916479110717773
2D_54019_highK,54020,996414,0.5854336023330688
333SP,3712816,11108633,26.721797943115234
3D_28984_Tetra,28985,599170,0.253548800945282
3D_51448_3D,51449,1056610,0.5131487846374512
3Dspectralwave,680944,17165766,13.3934907913208
3Dspectralwave2,292009,7307376,6.57778263092041
3dtube,45331,1629474,0.6223520040512085
598a,110972,741934,1.4534847736358643
