dataSet,num_nodes,num_edges,dtc
amazon0505,410236,410236,1.0240639448165894
packing-500x100x100-b050,2145852,2145852,5.9036736488342285
com-Orkut,3072441,3072441,46.89902877807617
italy_osm,6686493,6686493,12.089311599731445
road_usa,23947347,23947347,45.761287689208984
