dataSet,rows_,columns_,nonzeros_,sputnik,cusparse,rode
amazon0505, 410236, 410236, 3356824, 9.219354, 745.689550, 8.324214, 825.876823, 5.301648, 1296.724267
packing-500x100x100-b050com-Orkutitaly_osmroad_usa
