dataSet,rows_,columns_,nonzeros_,sputnik,cusparse,rode
amazon0505, 410236, 410236, 3356824, 5.485143, 1253.344928, 3.551824, 1935.561894, 2.445513, 2811.178697
packing-500x100x100-b050com-Orkutitaly_osmroad_usa
