dataSet,num_nodes,num_edges,dtc
amazon0505,410236,410236,3.560044765472412
packing-500x100x100-b050,2145852,2145852,19.662548065185547
com-Orkut,3072441,3072441,181.53933715820312
italy_osm,6686493,6686493,36.486061096191406
