dataSet,rows_,columns_,nonzeros_,sputnik,cusparse,rode
amazon0505, 410236, 410236, 3356824, 0.686637, 1251.530601, 0.467053, 1839.935348, 0.385126, 2231.337410
packing-500x100x100-b050, 2145852, 2145852, 17488243, 4.763961, 1879.524128, 2.407200, 3719.666097, 1.567014, 5714.038346
com-Orkut, 3072441, 3072441, 117185083, 35.528297, 1688.759930, 28.202579, 2127.421150, 26.146784, 2294.690000
italy_osm, 6686493, 6686493, 7013978, 0.000000, inf, 0.000000, inf, 0.000000, inf
CUDA Error: an illegal memory access was encounteredCUDA Error: an illegal memory access was encounteredCUDA Error: an illegal memory access was encounteredCUDA Error: an illegal memory access was encounteredCUDA Error: an illegal memory access was encounteredCUDA Error: an illegal memory access was encounteredroad_usa
