dataSet,rows_,columns_,nonzeros_,cusparse,cuSPARSE_gflops,rode,ours_gflops
amazon0505, 410236, 410236, 3356824, 4.224557, 813.668272, 2.699590, 1273.299704
packing-500x100x100-b050
