dataSet,num_nodes,num_edges,dtc
144,144650,1074393,1.1412255764007568
2D_27628_bjtcai,27629,442898,0.19635839760303497
2D_54019_highK,54020,996414,0.2900800108909607
333SP,3712816,11108633,14.032590866088867
3D_28984_Tetra,28985,599170,0.17653439939022064
3D_51448_3D,51449,1056610,0.24571199715137482
3Dspectralwave,680944,17165766,7.972032070159912
3Dspectralwave2,292009,7307376,3.369055986404419
3dtube,45331,1629474,0.4546559751033783
598a,110972,741934,0.8857536315917969
