dataSet,rows_,columns_,nonzeros_,sputnik,Sputnik_gflops,cusparse,cuSPARSE_gflops,rode,ours_gflops
amazon0505, 410236, 410236, 3356824, 18.383106, 747.944899, 17.296223, 794.945275, 10.506928, 1308.617588
packing-500x100x100-b050com-Orkut
