dataSet,num_nodes,num_edges,dtc
amazon0505,410236,410236,3.769270420074463
packing-500x100x100-b050,2145852,2145852,22.330915451049805
com-Orkut,3072441,3072441,186.3998260498047
italy_osm,6686493,6686493,45.700523376464844
